Tweet Id;Datetime;retweetCount;likeCount;Text
1519995157776633856;2022-04-29 11:01:00+00:00;0;0; wykres miec polska chwalic czolowka 
1519994171238629377;2022-04-29 10:57:05+00:00;0;0; games zawrzec pko umowa kredyt mln 
1519992225752625154;2022-04-29 10:49:21+00:00;0;0; oszczedzac pko miec minus gratulowac 
1519989581843685384;2022-04-29 10:38:51+00:00;1;3;inwestor zniechecic rynek nieruchomosc droga zamknac zbyt niski zdolnosc kredytowy przewidywac analityk pko 
1519988653845532672;2022-04-29 10:35:09+00:00;0;0; temu glowny analityk ekonomiczny pko tata wanna wchodzic maly zadawac pisdzielcami pierdolic zal sluchac zawsz wino putina albo tuska jebac pis pisdzielcow
1519987405335498752;2022-04-29 10:30:12+00:00;0;0; games zawarcie umowa kredyt pko lda 
1519986182444417024;2022-04-29 10:25:20+00:00;1;1;espi games zawarcie umowa kredyt pko 
1519985821981593600;2022-04-29 10:23:54+00:00;0;4; wig nieruchomosci 
1519984312271228928;2022-04-29 10:17:54+00:00;0;0;banki dodatkowa skladka bfg pko moc szykowac przejecia innej drogi 
1519982672814166016;2022-04-29 10:11:23+00:00;0;0;choc trudno uwierzyc polak nadal popelniac blad zlodziej wykorzystywac rok temu blad pieniadz znikac pko niestety polak robic nadal zapisywac pin swej karta platniczy karteczka trzymanej portfel samej karcie 
1519982266298028038;2022-04-29 10:09:46+00:00;0;6; drogi swieto cenaa zywnosc polska kwiecien wzrosc silnie koniec podwyzka cena zywnosc trendy zarowno globalny lokalny pozostawac raz nieublagany 
1519981332406759424;2022-04-29 10:06:04+00:00;0;0;gracz lks chciec rozwiazac kontrakt pomoc walka pko ekstraklasa 
1519981151959629824;2022-04-29 10:05:21+00:00;0;0;bank alarmowac pieniadz znikac konto polaki pko prosty blad wciaz klient popelniac 
1519975195687239680;2022-04-29 09:41:41+00:00;0;0; orka fundusz rzecz poszkodowany rodzina kwk owek owka pko line kontakt poszkodowany rodzina tel lub mail fundacjafrg 
1519974880535617536;2022-04-29 09:40:25+00:00;0;0; polska wykres manipisulacja 
1519974454654386176;2022-04-29 09:38:44+00:00;0;0; polska wykres lewy 
